,question,class,answer
89,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
假设你被诊断出患有某种疾病，目前有两种治疗方法可供选择。治疗方法1是传统的手术，风险较低，但疗效有限，有70%的概率可以改善你的健康状况，30%的概率健康状况不会有任何改善。治疗方法2是一种创新疗法，风险较高，但有更好的潜在疗效，有40%的概率可以显著改善你的健康状况，30%的概率健康状况不会有变化，30%的概率可能会导致健康状况恶化。

选择以下哪种治疗方案
A 优先选择治疗方法1
B 优先选择治疗方法2
C 对治疗方法1和方法2没有明显偏好
",医疗决策,"
风险厌恶者
风险爱好者
风险中性者

"
90,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你长期患有某种疾病，目前有两种药物治疗方案可供选择。药物1是已经长期使用并证实对大多数患者有效的药物，但其疗效对于你的状况提升有限。药物2是一种新药，具有更高疗效的潜力，但效果尚未完全明确。

方案详情
- 药物1如果坚持使用，你的健康状况有60%的概率保持当前水平，有40%的概率有小幅改善。
- 药物2如果选择尝试，你的健康状况有30%的概率大幅改善，有50%的概率保持当前水平，有20%的概率健康状况会恶化。

选择以下哪种治疗方案

A. 继续使用药物1，保持当前的稳定状态
B. 尝试使用药物2，追求可能的更好效果
C. 两种药物交替使用，平衡稳定性和潜在的改善机会
",医疗决策,"风险厌恶者
风险爱好者
风险中性者 

"
91,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

假设你是一位农场主，正在考虑购买不同的作物保险以应对可能的自然灾害。以下是三种保险方案的详细信息

- 保险A如果发生灾害，你将获得80%的损失赔偿，但需要支付高额的保费。
- 保险B如果发生灾害，你将获得40%的损失赔偿，保费适中。
- 保险C如果发生灾害，你将获得20%的损失赔偿，保费最低。

每种保险方案发生的灾害概率如下
- 保险A灾害发生概率为30%。
- 保险B灾害发生概率为20%。
- 保险C灾害发生概率为10%。

选择以下哪种作物保险方案
A. 100%投资于保险A
B. 100%投资于保险B
C. 100%投资于保险C

",农业种植,"
风险爱好者
风险厌恶者
风险中性者"
92,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
假设你拥有100000元用于投资，并且需要在以下三种投资组合中进行选择。每个投资组合都有不同的预期收益率和风险水平。

- 投资组合1（高波动）有30%的概率收益率达到12%，有40%的概率收益率为3%，有30%的概率收益率为-5%。
- 投资组合2（低波动）预期收益率为5%，波动性极低。
- 投资组合3（中等波动）有50%的概率收益率为7%，有50%的概率收益率为1%。

请根据你的直觉选择以下哪种投资组合

A. 60%的投资组合1和40%的投资组合2
B. 20%的投资组合1、50%的投资组合2和30%的投资组合3
C. 30%的投资组合1、30%的投资组合2和40%的投资组合3
",个人理财,"
风险爱好者
风险厌恶者
风险中性者"
93,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你是一位投资者，拥有100000元用于投资。你现在需要选择以下三种投资组合中的一种来进行投资。每个组合的预期收益和风险如下

- 组合1（高风险高收益）有40%的概率获得25%的收益，有30%的概率获得10%，有30%的概率亏损8%。
- 组合2（低风险低收益）预期收益率为6%，波动范围在±2%以内。

请根据你的风险爱好选择以下投资组合

A. 70%的组合1和30%的组合2
B. 30%的组合1和70%的组合2
C. 50%的组合2和50%的组合1

",个人理财,"
风险爱好者
风险厌恶者
风险中性者"
94,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你拥有一个价值100000元的投资组合，你可以选择以下三种不同的策略来管理你的投资组合，以应对市场的波动。

- 策略A投资于两只基金，一只高风险基金（波动大），一只低风险基金（波动小）。高风险基金有40%的概率收益率达到20%，30%的概率为0%，还有30%的概率为-10%。低风险基金预期收益率为5%，几乎没有波动。
- 策略B全部投资于一只低波动率的基金，预期收益率为6%，波动率极低。
- 策略C根据市场变化频繁调整投资组合，可能会在短期内追求更高的收益，但这也意味着更高的波动性。

请根据你的风险爱好选择以下投资策略
 
A. 60%的高风险基金和40%的低风险基金
B. 全部投资于低风险基金
C. 根据市场动态调整投资组合，不确定的基金配比

",个人理财,"
风险爱好者
风险厌恶者
风险中性者"
95,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


你在做家庭预算规划，目前有10000元可供支配。你可以选择以下三种方案中的一种来分配这笔资金

方案A预留5000元作为应急资金，剩余的5000元用于提高当前的生活质量。

方案B只预留3000元作为应急资金，将7000元用于提高生活质量。

方案C预留2000元作为应急资金，并将剩余的8000元用于提高生活质量。

以下是关于每个方案的详细情况

- 方案A如果出现突发资金需求，你有50%的概率不需要额外支出，有50%的概率需要额外支出3000元。
- 方案B如果出现突发资金需求，你有30%的概率不需要额外支出，有70%的概率需要额外支出4000元。
- 方案C如果出现突发资金需求，你有20%的概率不需要额外支出，有80%的概率需要额外支出5000元。

选择以下哪种预算规划方案

A. 方案A
B. 方案B
C. 方案C


",个人理财,"
风险厌恶者
风险中性者
风险爱好者


"
96,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你需要为你的汽车购买保险。你面临两种保险选择。保险A提供全面的保障，但保费较高；保险B的保障范围有限，保费较低。

- 保险A保费为5000元，保障范围全面，涵盖所有可能的事故损失。
- 保险B保费为3000元，仅覆盖主要事故损失，对于一些特殊事故可能不予赔偿。

根据以下可能的赔偿情况，请根据你的风险爱好选择

- 对于保险A，如果发生事故，你将获得100%的损失赔偿。
- 对于保险B，如果发生事故，你有70%的概率获得50%的损失赔偿，有30%的概率不获得任何赔偿。

现在，请选择以下保险购买方案
A. 购买保险A，选择全面保障，尽管保费较高。
B. 购买保险B，接受有限的保障以节省保费。
C. 两种保险不购买，自行承担所有风险。

",个人理财,"
风险厌恶者
风险爱好者
风险中性者

"
97,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
作为一名投资者，你拥有100000元用于投资三种不同的金融产品X、Y、Z。每个产品的预期收益率和波动性如下

- 产品X预期收益率为8%，波动性为5%。
- 产品Y预期收益率为6%，波动性为2%。
- 产品Z预期收益率为4%，波动性为1%。

选择以下哪种投资方案

A. 60%的资金投资于产品X，30%的资金投资于产品Y，10%的资金投资于产品Z。
B. 20%的资金投资于产品X，50%的资金投资于产品Y，30%的资金投资于产品Z。
C. 33%的资金投资于产品X，33%的资金投资于产品Y，34%的资金投资于产品Z。
",个人理财,"
风险爱好者
风险厌恶者
风险中性者"
98,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


假设你是一家大型互联网公司的安全负责人，需要在以下两个安全策略中做出选择

- 策略A严格的网络安全策略，能有效地防御绝大多数的网络攻击，但可能会对用户体验产生一定的不利影响。
- 策略B较为宽松的网络安全策略，对用户体验的影响较小，但可能无法完全防止所有的网络攻击。

现在，请根据以下数据，选择一个你认为最合适的安全策略

- 策略A能防御90%的网络攻击，但可能导致用户体验下降10%。
- 策略B能防御70%的网络攻击，用户体验仅下降2%。

选择以下哪种策略

A. 采取策略A，因为高安全性是最重要的，即使牺牲用户体验。
B. 采取策略B，因为用户体验是保持用户忠诚度的关键，尽管安全性略有下降。
C. 采取策略A和B的混合策略，根据用户反馈和攻击概率动态调整两者比例。

---

",网络安全,"
风险厌恶者
风险爱好者
风险中性者"
